,time,Fp1,Fp2,F7,T3,T5,F3,C3,P3,Fz,Cz,Pz,F4,C4,P4,F8,T4,T6,O1,O2
0,0,-1.3091802597045896,-17.504066467285153,-0.9349413514137268,12.458370208740233,3.1100432872772217,0.3994454145431518,-0.8244274258613585,8.192214965820312,2.7645351886749268,-1.0031633377075195,4.253561973571777,13.615927696228026,3.1931822299957275,9.777015686035156,2.023224115371704,8.134605407714844,15.983868598937987,-3.551785707473755,7.306483268737793
1,0,-1.3666644096374512,-17.707189559936523,-0.9356956481933593,12.504412651062012,3.016100168228149,0.43112254142761225,-0.9444117546081543,8.104907989501953,2.741335391998291,-1.053120493888855,4.1918182373046875,13.737228393554688,3.309191942214966,9.774726867675781,2.0211760997772217,8.193565368652344,15.941096305847166,-3.612501859664917,7.278893947601318
2,1,15.275132179260252,-1.6139665842056274,25.944091796875,16.369394302368164,19.123390197753906,20.245935440063477,27.153799057006832,32.618656158447266,4.682580947875977,14.432489395141602,20.89492416381836,-2.0615730285644527,-16.84943199157715,13.966457366943358,14.188268661499023,0.9487264752388,35.61640930175781,6.693175792694092,16.72442626953125
3,1,15.259221076965332,-1.7633593082427976,25.982114791870114,16.439891815185547,19.149213790893555,20.305654525756836,27.087055206298825,32.6518440246582,4.58267879486084,14.375603675842285,20.861244201660153,-2.067911148071289,-16.759864807128906,13.921694755554197,14.239827156066895,0.9613423347473143,35.57415771484375,6.814419746398925,16.96294403076172
4,2,24.320646286010742,21.294742584228512,29.273347854614258,36.19070053100585,30.900623321533203,21.696165084838867,32.21196365356445,43.833370208740234,4.397994041442871,24.987123489379883,32.64360809326172,-18.852340698242188,-7.4356560707092285,24.248708724975582,12.634859085083008,0.31450551748275757,32.36833572387695,19.63836097717285,16.652055740356445
5,2,22.717418670654297,26.920095443725586,21.833461761474606,36.593826293945305,29.401411056518555,15.509203910827635,28.121789932250977,39.79438400268555,5.495172023773193,24.62078857421875,31.835472106933594,-18.637109756469727,-3.800583839416504,25.296243667602536,9.113737106323242,0.7644961476325989,24.82391548156738,19.532163619995114,15.722034454345705
6,3,20.65076637268066,24.33481788635254,17.886337280273438,35.529727935791016,26.479585647583004,15.377841949462889,25.45130157470703,34.06714248657226,12.788769721984862,25.258537292480465,26.390073776245117,-12.968080520629883,-4.7491135597229,21.081212997436523,8.133389472961424,-0.8163259625434875,11.20889377593994,18.864341735839844,14.262330055236815
7,3,19.18480682373047,21.385251998901367,13.959271430969238,27.860357284545895,20.8729305267334,12.091837882995604,20.247690200805664,25.614559173583984,12.50899314880371,18.060686111450195,16.196674346923828,-17.72740364074707,-10.234981536865234,10.326221466064453,7.287930965423584,-6.861798763275146,-8.929189682006836,15.989716529846191,11.81991195678711
8,4,15.510011672973631,17.672382354736328,7.462257385253906,22.57514762878418,11.209568023681639,6.568398475646973,8.499168395996092,11.98861026763916,9.652606964111328,7.769028663635254,4.9706292152404785,-24.360898971557617,-18.911521911621094,-4.02795124053955,4.118809223175049,-14.825700759887695,-24.738237380981445,10.975150108337402,7.7128376960754395
9,4,16.22955894470215,23.893751144409176,9.673009872436522,19.669206619262695,7.639111042022705,5.83155870437622,8.244797706604004,6.065959453582763,7.904033660888671,7.559062480926513,3.7609512805938716,-26.391138076782227,-21.119409561157223,-4.775907039642334,6.842110157012939,-15.446355819702147,-27.964468002319336,7.857319355010985,8.197651863098145
10,5,18.212450027465817,21.318679809570312,14.356555938720701,20.535913467407227,6.815985202789307,8.54918098449707,9.959234237670898,7.756446361541748,5.735084533691406,6.370274066925049,6.821500301361083,-29.366031646728516,-18.321516036987305,-3.5766844749450684,8.56325626373291,-14.716094970703123,-26.90223503112793,4.440845012664795,3.7730901241302486
11,5,17.761167526245117,20.083370208740234,16.039409637451172,17.870901107788086,10.762869834899902,10.397191047668455,14.724090576171875,13.15535831451416,6.1527361869812,8.538753509521484,11.128418922424315,-26.888813018798828,-15.854857444763182,0.6491469144821166,8.808720588684082,-12.269508361816404,-21.296817779541016,8.109626770019531,5.278027057647705
12,6,19.068614959716797,24.443719863891598,18.771041870117188,14.905141830444334,14.872130393981932,13.90967273712158,21.321218490600586,17.46059799194336,10.195077896118162,13.874685287475586,15.522306442260742,-27.15305137634277,-12.78362464904785,3.8918216228485107,9.29124641418457,-11.309952735900879,-18.391132354736325,12.458492279052734,2.818040370941162
13,6,20.40363121032715,27.071483612060547,18.747779846191406,8.645990371704102,11.451656341552734,13.088199615478516,20.978727340698242,15.247639656066895,8.227993965148926,12.054051399230957,13.810687065124512,-32.2076530456543,-15.550195693969725,0.18503570556640625,8.776914596557615,-13.950693130493164,-17.578140258789062,8.438854217529297,-1.2371385097503662
14,7,23.288768768310543,25.599651336669922,17.779512405395504,-4.757351875305176,6.866696357727051,13.351566314697264,22.18716812133789,16.04290771484375,8.884352684020996,11.907867431640623,10.483325958251953,-33.82312774658203,-18.869037628173825,1.63208532333374,9.48824405670166,-14.172298431396483,-13.732365608215332,3.9119522571563716,0.1881723254919052
15,7,21.60011100769043,28.442413330078125,18.911609649658203,-15.398700714111328,9.276171684265137,15.22835636138916,27.466474533081055,18.718727111816403,9.061433792114258,16.051521301269528,12.779895782470703,-30.23991203308105,-16.859674453735348,5.393361568450928,9.095877647399902,-11.624098777770996,-5.2238688468933105,8.991192817687988,1.7228186130523682
16,8,19.850894927978516,29.806173324584957,19.43621253967285,-20.20246696472168,13.902574539184569,13.884801864624023,33.49345397949219,21.315286636352536,9.210004806518555,16.918041229248047,14.671272277832031,-25.27963829040527,-9.496623992919922,8.952125549316406,11.24062728881836,-6.772122383117675,-0.7550566792488097,10.337224960327148,2.05049729347229
17,8,23.220808029174805,28.354766845703125,22.105623245239258,5.57129669189453,20.646568298339844,16.61276626586914,33.92487716674805,28.810588836669922,11.815284729003904,21.121858596801754,21.06439971923828,-21.167133331298828,0.3687301278114319,13.628752708435059,13.500815391540527,-2.4688537120819087,4.599372863769531,10.466436386108397,4.244404315948486
18,9,23.102073669433594,28.62865829467773,19.251182556152344,9.71197986602783,21.74114418029785,16.244230270385742,33.93461608886719,30.708900451660153,14.409773826599121,23.424345016479492,22.900917053222653,-16.83525848388672,5.80165433883667,13.80566692352295,11.32990550994873,-1.212664484977722,3.008160352706909,10.000893592834473,2.7133584022521973
19,9,24.603271484374996,33.07497024536132,22.1290283203125,4.1245808601379395,22.78270721435547,19.05405616760254,39.992645263671875,33.938926696777344,15.19875717163086,30.72779083251953,24.209579467773434,-9.439275741577148,14.737234115600584,21.56122016906738,12.069766998291016,4.834299087524413,7.6245269775390625,9.272862434387207,0.5206022262573242
20,10,23.425617218017578,33.3589859008789,21.763599395751953,10.517221450805664,21.41454315185547,18.997373580932614,37.659934997558594,32.20477676391601,14.182127952575684,31.83535385131836,26.692401885986328,-3.8023884296417236,17.00554656982422,21.5385570526123,12.366264343261719,6.642630577087402,11.625414848327637,7.267479419708252,3.965080738067627
21,10,22.464094161987305,33.046844482421875,13.981477737426758,33.69387817382812,17.050153732299805,9.035379409790037,21.283597946166992,23.369327545166016,8.946019172668457,23.73919868469238,17.715688705444332,-8.345157623291016,9.547956466674805,14.549143791198729,9.034825325012207,2.947290182113647,11.645854949951172,-0.472802072763443,2.6943085193634033
22,11,20.525863647460938,28.65318489074707,1.9750056266784666,32.883689880371094,11.0032320022583,-2.366560935974121,12.113348007202148,16.91526222229004,9.649555206298828,14.817591667175291,9.777153968811035,-9.40018081665039,5.287739276885986,10.489659309387207,4.963284969329833,1.3556437492370605,8.834188461303711,-11.129824638366697,-2.5174789428710933
23,11,15.52145004272461,27.746545791625977,-0.48500499129295344,15.036304473876953,4.990848541259765,-5.146618843078613,9.62435531616211,7.30126953125,7.568795680999755,9.62961196899414,2.589647531509399,-10.101414680480957,-0.10453013330698012,3.0695428848266597,4.186209678649902,-1.244961142539978,8.826007843017578,-13.122570991516112,-6.000214099884033
24,12,11.308886528015137,24.654853820800778,2.01639461517334,0.6593071818351746,-0.40758946537971497,-1.4742323160171509,10.027111053466795,2.408783912658691,3.442904949188232,10.061800003051758,-0.2309371083974838,-2.6867380142211914,1.3977786302566528,-1.287708520889282,2.5511984825134277,-0.9363347291946411,5.119925022125244,-13.96519947052002,-8.854430198669434
25,12,5.982051372528076,16.20032501220703,1.1482363939285278,4.232417583465576,-6.316149711608886,2.4925906658172607,3.1543774604797363,-4.6637091636657715,5.638233661651611,12.080594062805176,-3.0903003215789795,9.468302726745604,7.227392673492432,-3.5125503540039062,-1.522672414779663,0.8310173153877258,-3.750434160232544,-14.914948463439941,-15.081023216247559
26,13,4.22478437423706,4.3201904296875,1.6808708906173704,18.446989059448242,-9.47712516784668,5.2537498474121085,-6.530789375305175,-6.430002212524413,3.168959140777588,10.425322532653809,-6.545077800750732,12.690161705017088,10.235305786132812,-2.738649845123291,-5.333864212036133,1.6665130853652954,-11.001328468322754,-15.236632347106932,-19.741392135620117
27,13,4.821130752563476,4.763123035430907,4.7887492179870605,6.247971057891846,-15.106539726257322,6.861456394195557,-8.598390579223633,-13.273042678833006,0.3462209701538086,6.836230754852295,-11.3793306350708,3.341351270675659,9.293404579162598,-4.600480079650878,-3.001440048217773,-0.7639973759651184,-21.073896408081055,-14.656685829162598,-21.35312461853027
28,14,3.9000773429870605,3.961286067962646,5.4515204429626465,-16.109474182128906,-22.0738353729248,5.176346302032471,-6.87088680267334,-17.693517684936523,-7.278566837310791,0.367533802986145,-17.27663993835449,-0.38482350111007685,2.9209914207458496,-13.70765972137451,-4.422011375427245,-5.400107383728027,-29.64055252075195,-21.77096939086914,-27.470310211181637
29,14,0.6972379088401794,-1.6960862874984741,0.5275264382362366,-5.694709300994872,-18.41267204284668,2.9406373500823975,-10.482835769653319,-14.944840431213379,-5.499927043914794,-1.32676362991333,-13.615850448608398,3.3908684253692623,2.144369840621948,-14.116247177124022,-6.500570297241211,-5.189295768737793,-24.77077293395996,-17.494962692260742,-20.893383026123047
30,15,2.1174182891845703,-2.1921291351318355,3.2571239471435547,11.119501113891602,-15.496753692626955,6.265368938446045,-12.108217239379881,-11.10215950012207,-6.4372124671936035,3.7445068359374996,-12.867247581481934,9.808753967285156,2.403578996658325,-11.731741905212402,-6.560494422912597,-3.5382072925567623,-21.87753295898437,-15.397675514221191,-15.472417831420898
31,15,1.5016473531723022,-7.108316898345947,3.1779882907867427,23.44219207763672,-15.580880165100098,5.789006710052489,-15.984804153442381,-11.029566764831543,-6.932610511779784,3.0769851207733154,-13.33970546722412,13.8499116897583,-0.24912065267562866,-9.985936164855957,-8.151264190673828,-3.2005202770233154,-28.049720764160156,-16.978487014770508,-16.136051177978516
32,16,-0.518878161907196,-12.279292106628418,9.85684871673584,30.154775619506836,-4.280665397644042,15.906785011291502,-4.071716785430908,-0.636353075504303,4.352807521820068,11.597635269165039,-3.310244798660278,24.83559799194336,-5.016153335571289,-10.350096702575684,-5.679701328277588,-3.136159896850586,-14.794982910156248,-7.054664611816406,-12.807719230651855
33,16,1.465768575668335,-16.227108001708984,14.659744262695312,32.40786361694336,-4.167022228240966,19.334962844848633,-2.276653289794922,-1.622612476348877,9.389774322509766,10.139313697814941,-3.420530557632446,20.160531997680664,-11.327547073364258,-10.638209342956543,-1.1035189628601074,-5.462850093841553,-19.45012092590332,-7.484797477722168,-13.882377624511719
34,17,6.688526153564452,-6.625762462615966,19.594011306762695,36.206783294677734,1.9634120464324951,22.575323104858395,5.1224517822265625,6.557693004608154,8.964516639709473,16.111795425415036,5.148404121398925,14.616371154785156,-6.708242416381836,-3.8404581546783443,0.7852959036827087,-4.528301239013671,-21.464500427246094,-1.6752976179122925,-10.315581321716309
35,17,12.280615806579588,6.187313556671142,18.157527923583984,36.6358299255371,10.040334701538086,20.424911499023434,12.9417724609375,13.908975601196287,14.35418701171875,21.597505569458004,9.12271785736084,9.157736778259277,-1.056930422782898,2.881227970123291,5.381213188171387,-1.7797541618347168,-11.540532112121582,3.0482072830200195,-2.064936876296997
36,18,18.83405303955078,20.421230316162106,17.981891632080078,30.567014694213864,15.281052589416502,18.256288528442383,22.39671516418457,22.31401252746582,15.130015373229979,26.013294219970703,16.410921096801758,3.0032165050506587,1.124244451522827,7.870636463165283,10.444527626037598,0.22448815405368805,8.885615348815918,3.054689884185791,8.373919486999512
37,18,19.50212287902832,21.614917755126953,15.29696750640869,11.100598335266113,16.468435287475586,14.349765777587889,27.171861648559567,26.298006057739254,13.159644126892088,21.646686553955078,17.57719612121582,-6.559936046600342,-1.389221429824829,9.736191749572754,10.275763511657713,-0.6248469948768616,17.44435310363769,4.274537563323975,8.357481956481934
38,19,20.72761344909668,24.16578483581543,14.449045181274414,-21.993659973144528,11.146389007568358,16.6651668548584,33.509658813476555,26.15351104736328,14.59999084472656,23.82441520690918,14.18378162384033,-9.334131240844725,0.7344428300857544,10.637407302856445,9.063709259033203,-0.9998669028282164,14.873159408569336,4.353739261627197,4.715064525604248
39,19,19.914278030395508,31.70974731445312,6.357529640197754,-31.92340850830078,6.954442501068114,11.376755714416504,30.504140853881832,24.17814064025879,11.664725303649902,24.142778396606445,15.260188102722166,-11.780699729919434,8.253488540649414,10.770260810852049,1.438098430633545,-1.3532071113586426,7.852952003479003,3.0733683109283443,-1.5509254932403562
40,20,21.26891326904297,34.46952438354492,-2.369610548019409,-19.454532623291016,1.043880224227905,5.027625560760498,18.425432205200195,20.910932540893555,7.574398994445801,21.50496482849121,12.31501770019531,-16.739818572998047,8.786520004272461,6.320003986358643,-7.547931671142578,-5.131198883056641,2.2532155513763428,-3.9909303188323975,-10.216320037841797
